Round,LEACH_Alive,LEACH_Energy,PEGASIS_Alive,PEGASIS_Energy,HYBRID_Alive,HYBRID_Energy
827,0,0.0,0,0.0,2,0.039875873400180305
828,0,0.0,0,0.0,2,0.038199244173334146
829,0,0.0,0,0.0,2,0.03652261494648798
830,0,0.0,0,0.0,2,0.034845985719641814
831,0,0.0,0,0.0,2,0.033169356492795656
832,0,0.0,0,0.0,2,0.0314927272659495
833,0,0.0,0,0.0,2,0.029816098039103334
834,0,0.0,0,0.0,2,0.028139468812257172
835,0,0.0,0,0.0,2,0.026462839585411013
836,0,0.0,0,0.0,2,0.02478621035856485
837,0,0.0,0,0.0,2,0.023109581131718692
838,0,0.0,0,0.0,2,0.02143295190487253
839,0,0.0,0,0.0,2,0.01975632267802637
840,0,0.0,0,0.0,2,0.01807969345118021
841,0,0.0,0,0.0,1,0.03399199010000187
842,0,0.0,0,0.0,1,0.03244256841831192
843,0,0.0,0,0.0,1,0.03089314673662197
844,0,0.0,0,0.0,1,0.029343725054932025
845,0,0.0,0,0.0,1,0.02779430337324208
846,0,0.0,0,0.0,1,0.026244881691552133
847,0,0.0,0,0.0,1,0.024695460009862186
848,0,0.0,0,0.0,1,0.02314603832817224
849,0,0.0,0,0.0,1,0.021596616646482294
850,0,0.0,0,0.0,1,0.020047194964792348
851,0,0.0,0,0.0,1,0.0184977732831024
852,0,0.0,0,0.0,1,0.016948351601412455
853,0,0.0,0,0.0,1,0.015398929919722509
854,0,0.0,0,0.0,1,0.013849508238032564
855,0,0.0,0,0.0,1,0.01230008655634262
856,0,0.0,0,0.0,1,0.010750664874652675
857,0,0.0,0,0.0,1,0.00920124319296273
858,0,0.0,0,0.0,1,0.007651821511272785
859,0,0.0,0,0.0,1,0.00610239982958284
860,0,0.0,0,0.0,1,0.004552978147892894
861,0,0.0,0,0.0,1,0.0030035564662029487
862,0,0.0,0,0.0,1,0.0014541347845130031
863,0,0.0,0,0.0,0,0.0
864,0,0.0,0,0.0,0,0.0
865,0,0.0,0,0.0,0,0.0
866,0,0.0,0,0.0,0,0.0
867,0,0.0,0,0.0,0,0.0
868,0,0.0,0,0.0,0,0.0
869,0,0.0,0,0.0,0,0.0
870,0,0.0,0,0.0,0,0.0
871,0,0.0,0,0.0,0,0.0
872,0,0.0,0,0.0,0,0.0
873,0,0.0,0,0.0,0,0.0
874,0,0.0,0,0.0,0,0.0
875,0,0.0,0,0.0,0,0.0
876,0,0.0,0,0.0,0,0.0
877,0,0.0,0,0.0,0,0.0
878,0,0.0,0,0.0,0,0.0
879,0,0.0,0,0.0,0,0.0
880,0,0.0,0,0.0,0,0.0
881,0,0.0,0,0.0,0,0.0
882,0,0.0,0,0.0,0,0.0
883,0,0.0,0,0.0,0,0.0
884,0,0.0,0,0.0,0,0.0
885,0,0.0,0,0.0,0,0.0
886,0,0.0,0,0.0,0,0.0
887,0,0.0,0,0.0,0,0.0
888,0,0.0,0,0.0,0,0.0
889,0,0.0,0,0.0,0,0.0
890,0,0.0,0,0.0,0,0.0
891,0,0.0,0,0.0,0,0.0
892,0,0.0,0,0.0,0,0.0
893,0,0.0,0,0.0,0,0.0
894,0,0.0,0,0.0,0,0.0
895,0,0.0,0,0.0,0,0.0
896,0,0.0,0,0.0,0,0.0
897,0,0.0,0,0.0,0,0.0
898,0,0.0,0,0.0,0,0.0
899,0,0.0,0,0.0,0,0.0
900,0,0.0,0,0.0,0,0.0
901,0,0.0,0,0.0,0,0.0
902,0,0.0,0,0.0,0,0.0
903,0,0.0,0,0.0,0,0.0
904,0,0.0,0,0.0,0,0.0
905,0,0.0,0,0.0,0,0.0
906,0,0.0,0,0.0,0,0.0
907,0,0.0,0,0.0,0,0.0
908,0,0.0,0,0.0,0,0.0
909,0,0.0,0,0.0,0,0.0
910,0,0.0,0,0.0,0,0.0
911,0,0.0,0,0.0,0,0.0
912,0,0.0,0,0.0,0,0.0
913,0,0.0,0,0.0,0,0.0
914,0,0.0,0,0.0,0,0.0
915,0,0.0,0,0.0,0,0.0
916,0,0.0,0,0.0,0,0.0
917,0,0.0,0,0.0,0,0.0
918,0,0.0,0,0.0,0,0.0
919,0,0.0,0,0.0,0,0.0
920,0,0.0,0,0.0,0,0.0
921,0,0.0,0,0.0,0,0.0
922,0,0.0,0,0.0,0,0.0
923,0,0.0,0,0.0,0,0.0
924,0,0.0,0,0.0,0,0.0
925,0,0.0,0,0.0,0,0.0
926,0,0.0,0,0.0,0,0.0
927,0,0.0,0,0.0,0,0.0
928,0,0.0,0,0.0,0,0.0
929,0,0.0,0,0.0,0,0.0
930,0,0.0,0,0.0,0,0.0
931,0,0.0,0,0.0,0,0.0
932,0,0.0,0,0.0,0,0.0
933,0,0.0,0,0.0,0,0.0
934,0,0.0,0,0.0,0,0.0
935,0,0.0,0,0.0,0,0.0
936,0,0.0,0,0.0,0,0.0
937,0,0.0,0,0.0,0,0.0
938,0,0.0,0,0.0,0,0.0
939,0,0.0,0,0.0,0,0.0
940,0,0.0,0,0.0,0,0.0
941,0,0.0,0,0.0,0,0.0
942,0,0.0,0,0.0,0,0.0
943,0,0.0,0,0.0,0,0.0
944,0,0.0,0,0.0,0,0.0
945,0,0.0,0,0.0,0,0.0
946,0,0.0,0,0.0,0,0.0
947,0,0.0,0,0.0,0,0.0
948,0,0.0,0,0.0,0,0.0
949,0,0.0,0,0.0,0,0.0
950,0,0.0,0,0.0,0,0.0
951,0,0.0,0,0.0,0,0.0
952,0,0.0,0,0.0,0,0.0
953,0,0.0,0,0.0,0,0.0
954,0,0.0,0,0.0,0,0.0
955,0,0.0,0,0.0,0,0.0
956,0,0.0,0,0.0,0,0.0
957,0,0.0,0,0.0,0,0.0
958,0,0.0,0,0.0,0,0.0
959,0,0.0,0,0.0,0,0.0
960,0,0.0,0,0.0,0,0.0
961,0,0.0,0,0.0,0,0.0
962,0,0.0,0,0.0,0,0.0
963,0,0.0,0,0.0,0,0.0
964,0,0.0,0,0.0,0,0.0
965,0,0.0,0,0.0,0,0.0
966,0,0.0,0,0.0,0,0.0
967,0,0.0,0,0.0,0,0.0
968,0,0.0,0,0.0,0,0.0
969,0,0.0,0,0.0,0,0.0
970,0,0.0,0,0.0,0,0.0
971,0,0.0,0,0.0,0,0.0
972,0,0.0,0,0.0,0,0.0
973,0,0.0,0,0.0,0,0.0
974,0,0.0,0,0.0,0,0.0
975,0,0.0,0,0.0,0,0.0
976,0,0.0,0,0.0,0,0.0
977,0,0.0,0,0.0,0,0.0
978,0,0.0,0,0.0,0,0.0
979,0,0.0,0,0.0,0,0.0
980,0,0.0,0,0.0,0,0.0
981,0,0.0,0,0.0,0,0.0
982,0,0.0,0,0.0,0,0.0
983,0,0.0,0,0.0,0,0.0
984,0,0.0,0,0.0,0,0.0
985,0,0.0,0,0.0,0,0.0
986,0,0.0,0,0.0,0,0.0
987,0,0.0,0,0.0,0,0.0
988,0,0.0,0,0.0,0,0.0
989,0,0.0,0,0.0,0,0.0
990,0,0.0,0,0.0,0,0.0
991,0,0.0,0,0.0,0,0.0
992,0,0.0,0,0.0,0,0.0
993,0,0.0,0,0.0,0,0.0
994,0,0.0,0,0.0,0,0.0
995,0,0.0,0,0.0,0,0.0
996,0,0.0,0,0.0,0,0.0
997,0,0.0,0,0.0,0,0.0
998,0,0.0,0,0.0,0,0.0
999,0,0.0,0,0.0,0,0.0
1000,0,0.0,0,0.0,0,0.0
